Search URL
https://www.linkedin.com/search/results/people/?keywords=fintech%20founder%20CEO&origin=FACETED_SEARCH&geoUrn=%5B%22104305776%22%5D
https://www.linkedin.com/search/results/people/?keywords=startup%20founder%20CEO&origin=FACETED_SEARCH&geoUrn=%5B%22104305776%22%5D
https://www.linkedin.com/search/results/people/?keywords=venture%20capital%20partner%20investor&origin=FACETED_SEARCH&geoUrn=%5B%22104305776%22%5D
https://www.linkedin.com/search/results/people/?keywords=sales%20director%20B2B&origin=FACETED_SEARCH&geoUrn=%5B%22104305776%22%5D
https://www.linkedin.com/search/results/people/?keywords=marketing%20director%20growth&origin=FACETED_SEARCH&geoUrn=%5B%22104305776%22%5D
https://www.linkedin.com/search/results/people/?keywords=fintech%20founder%20CEO&origin=FACETED_SEARCH&geoUrn=%5B%22104035%22%5D
https://www.linkedin.com/search/results/people/?keywords=CEO%20founder%20startup&origin=FACETED_SEARCH&geoUrn=%5B%22104514465%22%5D
